0.61,0.7,87
0.45,0.61,81
0.41,0.57,107
0.59,0.99,73
0.54,0.57,64
0.5,0.68,121
0.43,0.55,67
0.5,0.57,71
0.55,0.6,124
0.59,0.65,57
0.63,0.73,67
0.66,0.45,86
0.58,0.64,90
0.66,0.57,132
0.52,0.54,51
0.57,0.98,78
0.64,0.61,56
0.72,0.38,66
0.61,0.98,138
0.66,0.43,45
