0.8680910463524798,4.0
0.9043706065518383,4.0
0.6833789512458547,4.0
0.7790936645583443,4.0
0.7467423371827254,4.0
0.6643612183231538,4.0
0.7407998563721608,4.0
0.5555995178374916,4.0
0.8103280753515881,4.0
0.7863041995498427,4.0
0.782767962300135,4.0
0.7890618287542889,4.0
0.8523833363137888,4.0
0.7359350940438834,4.0
0.5927426468604554,4.0
0.7740497072160838,4.0
0.8090221991959352,4.0
0.7151083047497914,4.0
0.6811063253536935,4.0
0.6825184355010067,4.0
0.7000495891586859,4.0
0.8467417956543211,4.0
0.7240728606089996,4.0
0.7609293482524689,4.0
